Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher
16995	0373116845	Touch Of Aphrodite (Postcards From Europe) (Harlequin Presents No, 1684)	Joanna Mansell	1994	Harlequin
16996	0316547832	With a Little Help from My Friends: The Making of Sgt. Pepper	George Martin	1995	Little Brown &amp
16997	0394733118	Tao: The Watercourse Way	Alan Watts	1977	Pantheon Books
16998	0380715759	Sometimes They Bite	Lawrence Block	1992	Harper Mass Market Paperbacks (Mm)
16999	0440501822	Elysian Fields: A Novel	Sally Savit	1989	Dell Publishing Company
17000	3442120772	SchlÃ?Â¼sselworte zum Tarot.	Hajo Banzhaf	1999	Goldmann
17001	0138105316	Since You Ask Me (Prentice Hall International Series in Industrial and Systems)	Ann Landers	1983	Prentice Hall
17002	3426615118	Freischwimmer: Roman	Markus Seidel	2000	Knaur
17003	0609601709	Triumph of Justice : Closing the Book On the Simpson Saga	Peter Knobler	1998	Random House Inc
17004	0064472043	The Color of My Words	Lynn Joseph	2001	HarperTrophy
17005	0070037469	Metroland	Julian Barnes	1987	McGraw-Hill Book Co
17006	0671682555	Why Americans Hate Politics	E. J. Dionne	1991	Simon &amp
17007	8804469722	Arancini Con Montalbano (Scrittori italiani e stranieri)	Andrea Camilleri	1999	Mondadori Italian
17008	1563896613	The Authority : Relentless (Authority)	Warren Ellis	2000	DC Comics
17009	0689857705	Rainbow Boys	Alex Sanchez	2003	Simon Pulse
17010	2851814028	Dans la jungle des villes	Bertolt Brecht	1998	L'Arche
17011	0553576216	Ferman's Devils	Joe Clifford Faust	1996	Bantam
17012	0553294679	Bride of the Morning Star (Spanish Bit Saga of the Plains Indians)	Don Coldsmith	1993	Bantam Books
17013	0380791544	Warhead	Jeffrey Layton	1997	Harper Mass Market Paperbacks (Mm)
17014	0753506718	Two Wheels in the Dust: From Kathmandu to Kandy	Anne Mustoe	2003	Virgin Publishing
17015	1900072351	South American Bookworms	Ivor Cutler	1999	ARC Publications
17016	0812549678	After Armageddon (There Will Be War, Vol 9)	J.E. Pournelle	1990	Tor Books
17017	0679603069	The World According to Garp (Modern Library)	JOHN IRVING	1998	Modern Library
17018	1841153451	All Hail the New Puritans	Nicholas Blincoe	2000	Fourth Estate Ltd
17019	0694523445	All The Pretty Horses CD	CORMAC MCCARTHY	2000	HarperAudio
17020	0020188706	The Mustache	Emmanuel Carrere	1988	Collier Books
17021	0773762167	The Wealthy Barber: The Common Sense Guide to Successful Financial Planning	David Chilton	2002	Stoddart
17022	0812064763	I Am a Little Hedgehog (Barron's Little Animal Series)	Francois Crozat	1996	Barrons Juveniles
17023	0060112980	The Times of My Life	Betty Ford	1978	Harpercollins
17024	0373121830	Determined Husband (Red Hot Revenge) (Harlequin Presents, No 2183)	Justin Wilkinson	2001	Harlequin
17025	0312968132	Circle of the Lily	Jill Jones	1998	St. Martin's Press
17026	0373122411	The Wedding Ultimatum (Harlequin Presents, No. 2241)	Helen Bianchin	2002	Harlequin
17027	0316277959	The Majors-In Pursuit of Golf's Holy Grail	John Feinstein	2000	Back Bay Books
17028	0812881974	Gideon's Day	J. J. Marric	1985	Madison Books
17029	0449235858	I Aint Much Baby But	Jess Lair	1982	Fawcett Books
17030	0849911729	Politically Incorrect: The Emerging Faith Factor in American Politics	Ralph E. Reed	1994	Thomas Nelson Inc
17031	055335308X	GRACEFUL PASSAGE, A	Arnold Beisser	1991	Bantam
17032	0786929626	The Alabaster Staff (Forgotten Realms: The Rogues, Book 1)	Edward Bolme	2003	Wizards of the Coast
17033	0880389036	Ironhelm: The Maztica Trilogy, Book 1 (Forgotten Realms Fantasy Adventure)	Douglas Niles	1990	Wizards of the Coast
17034	0192852728	The Oxford History of Medieval Europe	George Holmes	1992	Oxford University Press
17035	039914594X	Blackout	John J. Nance	2000	Putnam Publishing Group
17036	0140161082	Jenny Wren (Virago Modern Classics)	Dawn Watkins	1986	Penguin USA
17037	0553116096	Wizard of Earthsea	Ursula K. Le Guin	0	Bantam Doubleday Dell
17038	0393092143	The Brothers Karamazov: The Constance Garnett Translation Revised by Ralph E. Matlaw : Backgrounds and Sources, Essays in Criticism (A Norton)	Fedor Dostoevsky	1976	W. W. Norton &amp
17039	1891575031	The Thoughtstorm Manual : An Evolution In Human Thinking	Harry Palmer	1999	Stars Edge Intl
17040	082176988X	To Protect an Heiress (Zebra Historical Romance)	Adrienne Basso	2002	Zebra Books
17041	0881010812	Antique Fairy Tales (Little Unicorn)	Judy Mastrangelo	1988	Unicorn Pub House
17042	0006923690	The Magic Circle (The Three Investigators Mysteries)	Elinor M. Brent-Dyer	1984	HarperCollins Publishers
17043	0450003523	Dragon in the Sea	Frank Herbert	0	Hodder &amp
17044	0590554379	Foiling the Dragon (Point Fantasy S.)	Susan Price	1994	Scholastic Point
17045	0552091057	Heaven in your hand, and other stories	Norah Lofts	1972	Corgi
17046	0671643991	Life Smiles Back	Philip B., Jr. Kunhardt	1987	Simon &amp
17047	031285319X	Silent Fury	Linda McHugh	1992	St Martins Pr
17048	0385423098	Erotique Noire/Black Erotica	MIRIAM DECOSTA-WILLIS	1992	Anchor
17049	0151004420	Wasn't the Grass Greener?: A Curmudgeon's Fond Memories	Barbara Holland	1999	Harcourt
17050	0816717486	Amazing World of Birds (Learn-About Books)	Stephen Caitlin	1990	Troll Associates
17051	0446400726	Black Is the Color of My True Love's Heart	Ellis Peters	1992	Warner Books (Mm)
17052	0440217768	The Charles Dickens Murders (Beth Austin Mysteries)	Edith Skom	1999	Dell Publishing Company
17053	0091802067	Man Who Listens to Horses Notes	Monty Roberts	1997	Trafalgar Square
17054	039587470X	Ben's Dream	Chris Van Allsburg	1997	Houghton Mifflin Co
17055	3423108398	Der Fall Maurizius. Roman.	Jakob Wassermann	1988	Dtv
17056	059033557X	The Silver Link, the Silken Tie (Point)	Mildred Ames	1986	Scholastic
17057	0312111045	The Year's Best Science Fiction: Eleventh Annual Collection	Gardner Dozois	1994	St Martins Pr
17058	0873588126	Children's Prayers for America	Karlynn Keyes Lee	2001	Northland Publishing
17059	0553347055	Family Feelings: Daily Meditations for Healthy Relationships	Martha Vanceburg	1989	Bantam Dell Pub Group
17060	3222129282	Natur-Erlebnis Ã?Â?sterreich 2. Burgenland. Natur erleben. Beobachten. Wandern.	Johannes Kautzky	2002	Styria
17061	0449909077	The Longings of Women: A Novel	Marge Piercy	1994	Ballantine Books
17062	0671677799	The Eleventh Summer	Carlo Gebler	1990	Simon &amp
17063	0440236681	Empires of Sand	David W. Ball	2001	Dell Publishing Company
17064	0684824590	Sicken and So Die: A Charles Paris Mystery	Simon Brett	1997	Scribner Book Company
17065	0060177675	Compulsion: A Novel	Michael Stewart	1994	Harpercollins
17066	076361159X	You Hear Me: Poems and Writing by Teenage Boys	Betsy Franco	2001	Candlewick Press (MA)
17067	0810958120	Essential, The: Dale Chihuly (Essentials)	William Warmus	2000	Harry N Abrams
17068	089296474x	Capitol Offense	Tony Gibbs	1995	Warner Books Inc
17069	0890877742	Dr. Susan Lark's Heavy Menstrual Flow &amp	 Anemia Self Help Book: Effective Solutions for Premenopause, Bleeding Due to Fibroid Tumors, Hormonal Imbalanc ... osis, Endometrial Cancer, and Low Blood Count	Susan M. Lark	1996
17070	0440922313	The Edge of Next Year	Mary Stolz	1979	Bantam Books (Mm)
17071	0451179374	Bliss	Claudia Crawford	1994	Signet Book
17072	0961895411	The Unseen Presence	Mel Goebel	2001	Impact Publishing
17073	0517886871	Why Bright Kids Get Poor Grades: And What You Can Do About It	Sylvia B. Rimm	1996	Three Rivers Press (CA)
17074	3596294290	Bekenntnisse des Hochstaplers Felix Krull. Der Memoiren erster Teil.	Thomas Mann	2000	Fischer (Tb.), Frankfurt
17075	0156605171	The Misanthrope and Tartuffe	Richard Wilbur	1965	Harvest Books
17076	051754718X	Simple Truths	Sheila Levin	1982	Random House Value Publishing
17077	0747243360	Stop Counting Sheep	Paul Clayton	0	Trafalgar Square
17078	0140317201	Ronia, the Robber's Daughter	Astrid Lindgren	1985	Puffin Books
17079	0971252580	Lost Souls of the Witches' Castle	Terri DuLong	2002	Gardenia Press
17080	0316695262	Right as Rain: A Novel	George P. Pelecanos	2001	Little, Brown
17081	0849943345	Falling In Love With Jesus Abandoning Yourself To The Greatest Romance Of Your Life	Dee Brestin	2002	W Publishing Group
17082	0310516811	Don't Stop the Music	Dana Key	1989	Zondervan
17083	8420646253	Rinconete Y Cortadillo/Rinconete and Cortadillo	Miguel De Cervantes Saavedra	1996	Aims Intl Books Corp
17084	0345384857	The Portland Laugher	Earl Emerson	1994	Ballantine Books
17085	0425154688	The Ghost Walker	Margaret Coel	1996	Berkley Pub Group
17086	0370014804	Saint Jack	Paul Theroux	1973	Bodley Head
17087	0373785089	The Christmas Kite	Gaymer Gail Martin	2003	Steeple Hill
17088	0345434811	The Last Full Measure	Jeff Shaara	2000	Ballantine Books
17089	0307070727	Winnie the Pooh The Blustery Day (Golden Tell-A-Tale Book)	A. A. Milne	1975	Western Publishing Company
17090	0131321927	Routing in the Internet	Christian Huitema	1995	Prentice Hall
17091	1400041457	Without Blood	Alessandro Baricco	2004	Alfred A. Knopf
17092	0786911719	Realms of Mystery (Forgotten Realms)	Philip Athans	1998	Wizards of the Coast
17093	0801002044	It's a Young World After All	Paul D. Ackerman	1986	Baker Pub Group
17094	0743241908	What We Saw : The Events of September 11, 2001, in Words, Pictures, and Video	Cbs News	2002	Simon &amp
17095	0060011610	The Parables of Peanuts	Robert L. Short	2002	HarperSanFrancisco
17096	0385487509	Sip by Sip	MICHAEL BONADIES	1998	Doubleday
17097	0380720647	Life-Size	Jenefer Shute	1993	Avon Books
17098	0380731568	Thicker Than Water	Kathryn Harrison	1998	Harpercollins
17099	0751505196	A Most Determined Woman	Emma Blair	1994	Little Brown UK Ltd
17100	1842322753	An Old Captivity	Nevil Shute	2000	House of Stratus
17101	0773760687	Olivo Oliva: A novel	Philippe Poloni	1999	Stoddart
17102	0754012697	Field of 13	Dick Francis	1999	Chivers Press Ltd
17103	014029287X	What Is Love?	Ita Buttrose	2000	Penguin Books Australia Ltd.
17104	0061090662	Ten Little Bloodhounds (Bloodhound (Paperback))	Virginia Lanier	2000	Avon
17105	037307347X	Through The Looking Glass (Harlequin Intimate Moments, No 347)	Joyce McGill	1990	Silhouette
17106	0439237289	The Powerpuff Girls Save Valentine' s Day (Powerpuff Girls)	Laura Dower	2001	Scholastic
17107	1555138128	Noah's Ark and Other Old Testament Stories	Chariot Family Publishing	1989	Cook Communications Ministries intl
17108	0880014105	The Art Lover: A Novel	Carole Maso	1995	Ecco Press
17109	1586480170	Tell Me a Story: Fifty Years and 60 Minutes in Television	Don Hewitt	2001	PublicAffairs
17110	037575010X	Feng Shui at Work : Arranging Your Work Space to Achieve Peak Performance and Maximum Profit	Kirsten Lagatree	1998	Villard Books
17111	0152099913	The Borrowers (Gift Book)	Mary Norton	1991	Harcourt
17112	0689839561	The Misfits	James Howe	2003	Aladdin
17113	0393964620	The Norton Anthology of American Literature (Norton Anthology of American Literature)	Nina Baym	1994	W W Norton &amp
17114	0907480888	Dinosaur Coast	Roger Osbourne	0	North York Moors National Park Authority
17115	1861054394	How to Attract Birds to Your Garden	Derwent May	2003	Robson Books
17116	0440194849	Walk Gently This Good Earth	Margaret Craven	0	Bantam Doubleday Dell
17117	0878053484	Come Retribution: The Confederate Secret Service and the Assassination of Lincoln	William A. Tidwell	2001	University Press of Mississippi
17118	0156119072	Big Anthony and the Magic Ring	Tomie dePaola	1979	Harvest Books
17119	067974181X	Antonietta	John Hersey	1993	Vintage Books USA
17120	0786863439	Mickey Mouse Watch : From the Beginning of Time	John Gilman	1997	Disney Editions
17121	0553445383	Santerra's Sin (Loveswept, No 811)	Donna Kauffman	1996	Loveswept
17122	0552118176	Try This One for Size	James Hadley Chase	1990	Transworld Publishers Ltd
17123	0373289480	Return Of Chase Cordell (Harlequin Historical)	Linda Castle	1996	Harlequin
17124	0821774492	Love Me Again (Zebra Historical Romance)	Wendy Burge	2002	Kensington Publishing Corporation
17125	0671229389	Emmeline	Judith Rossner	1980	Simon &amp
17126	0590420453	Sheila's Dying	Alden R. Carter	1989	Scholastic Paperbacks (Mm)
17127	1555611427	Rapid Problem Solving With Post-It Notes	David Straker	1997	Perseus Publishing
17128	0896933628	What Are They Teaching Our Children	Norma Gabler	1985	Victor Books
17129	0399220119	Back to Before	Jan Slepian	1993	Putnam Pub Group
17130	2290044296	Remake	Connie Willis	1999	J'ai lu
17131	0375704639	Trumpet	Jackie Kay	2000	Vintage Books USA
17132	0805013814	How to Succeed on Your Own: Overcoming the Emotional Roadblocks on the Way from Corporation to Cottage, from Employee to Entrepreneur (The National)	Karin Abarbanel	1994	Henry Holt &amp
17133	0515129283	A Hitch in Time (Time Passages Romance Series)	Christine Holden	2000	Jove Books
17134	1561560340	What's Wrong Here? at School	Tony Tallarico	1991	Kidsbooks.Com
17135	0399141340	Chance	Robert B. Parker	1996	Putnam Pub Group
17136	156138626X	Palm Reading: A Little Guide to Life's Secrets	Dennis Fairchild	1995	Running Press Book Publishers
17137	0671674641	MYSTERY TRAIN (NANCY DREW HARDY BOY SUPERMYSTERY 8) : MYSTERY TRAIN	Carolyn Keene	1990	Simon Pulse
17138	2234053420	La Ballade du cafÃ?Â© triste	Carson Mc Cullers	2001	Stock
17139	037316940X	Blind Luck Bride (Harlequin American Romance, No. 940)	Laura Marie Altom	2002	Harlequin
17140	0373253168	When Tomorrow Comes (Temptation, No 216)	Regan Forest	1988	Harlequin
17141	0373286341	Hemlock Feathers (Harlequin Historical Romance, No 34)	Shirley Parenteau	1989	Harlequin
17142	0373245726	Counting On A Cowboy (Silhouette Special Edition, 1572)	Karen Sandler	2003	Silhouette
17143	0373264003	Beryllium Murder (Worldwide Library Mysteries)	Camille Minichino	2001	Worldwide Library
17144	0380723468	Death to Go	Cynthia Harrod-Eagles	1995	Harper Mass Market Paperbacks (Mm)
17145	0821753460	Only in My Arms (Dennehy Sisters Series , No 5)	Jo Goodman	1996	Zebra Books
17146	0060957794	The Lost Fleet : The Discovery of a Sunken Armada from the Golden Age of Piracy	Barry Clifford	2003	Perennial
17147	0091834945	Wrack	James Bradley	1997	Vintage
17148	0764221000	The Measure of a Heart (Women of the West Series (Paper))	Janette Oke	1998	Baker Book House Co
17149	0684810549	True Enough	Stephen McCauley	2001	Simon &amp
17150	0451199510	Amethyst	Lauren Royal	2000	New American Library
17151	0060175281	Manifest Your Destiny: The Nine Spiritual Principles for Getting Everything You Want	Wayne W. Dyer	1997	HarperCollins Publishers
17152	0373079958	Saving Grace (Intimate Moments, 995)	Raeanne Thayne	2000	Silhouette
17153	0002259877	Lust, Or, No Harm Done	Geoff Ryman	2001	Flamingo
17154	082177297X	Christmas in Camelot (Zebra Historical Romance)	Brenda K. Jernigan	2002	Zebra Books
17155	0877017123	Of Men and Mountains	William O. Douglas	1990	Chronicle Books
17156	0307109739	The Night Before Christmas	Clement C. Moore	1950	Merrigold Press
17157	0553442570	Wild Thing (Loveswept, No 647)	Bonnie Pega	1993	Loveswept
17158	0785300430	Farmer in the Dell	International Publications	1993	Publications International
17159	0752844873	Blood Junction	Caroline Carver	0	Orion mass market paperback
17160	0590474820	Halloween Night II	R. L. Stine	1994	Scholastic Paperbacks (Mm)
17161	0899193137	The Valentine Bears	Eve Bunting	1985	Clarion Books
17162	0312018010	One Last Waltz (Stonewall Inn Editions, 11)	Ethan Mordden	1988	St. Martin's Press
17163	1556706391	The Rocky Mountain States (Smithsonian Guides to Historic America (Paper))	Jerry Camarillo Dunn	1998	Stewart, Tabori, &amp
17164	0345432185	Welcome to Paradise: A Novel	Laurence Shames	2000	Fawcett Books
17165	0879239735	Criminal Convictions: Errant Essays on Perpetrators of Literary License	Nicolas Freeling	1994	David R. Godine Publisher
17166	1564782573	The Houses of Children (American Literature (Dalkey Archive))	Coleman Dowell	2000	Dalkey Archive Press
17167	0299161641	Widescreen Dreams: Growing Up Gay at the Movies (Living Out: Gay and Lesbian Autobiographies, Joan Larkin and David Bergman, Series Editors)	Patrick E. Horrigan	2001	University of Wisconsin Press
17168	0679428313	The God in Flight	Laura Argiri	1995	Random House Inc
17169	0451146492	Phoenix Island	Charlotte Paul	1987	New Amer Library (Mm)
17170	0425109283	The Dark on the Other Side	Barbara Michaels	1997	Berkley Publishing Group
17171	0373217420	Protecting Peggy (Continuities Plus)	Maggie Price	2003	Harlequin
17172	0821754378	A Highpower (Precious Gem Romance)	Teresa Francis	1996	Kensington Publishing Corporation
17173	0440135427	High Hopes: The Amityville Murders	Gerard Sullivan	1982	Dell Publishing Company
17174	0142300306	Wolf Tower (Claidi Journals, 1)	Tanith Lee	2001	Puffin Books
17175	1573240532	Celebrating Girls: Nurturing and Empowering Our Daughters	Virginia Beane Rutter	1996	Conari Press
17176	055321134X	The Secret Agent: And, Almayer's Folly (A Bantam Classic)	Joseph Conrad	1995	Bantam Books
17177	0849958342	Mary's Treasure Box	Carolyn Walz Kramlich	1998	Tommy Nelson
17178	0883362171	Burn Barrel (Sundown Books)	Charles LA Rocca	1990	New Readers Press
17179	0425067599	Killing Zone Can	Frederick Downs	1983	Berkley Publishing Group
17180	0029113806	MANAGING QUALITY : THE STRATEGIC AND COMPETITIVE EDGE	David A. Garvin	1988	Free Press
17181	0915943611	Agassiz: A Novel in Stories	Sandra Birdsell	1991	Milkweed Editions
17182	0373710836	A Baby Of Her Own  (9 Month Later) (Harlequin Superromance, No. 1083)	Brenda Novak	2002	Harlequin
17183	037541620X	The Anne Rice Collection: Mayfair Witches : Lasher/the Witching Hour/Taltos	Anne Rice	2000	Random House Audio Publishing Group
17184	0821744283	Petticoat Pirate	Gwen Cleary	1994	Kensington Pub Corp (Mm)
17185	9681500512	Metamorfosis, La	Franz Kafka	1991	Editores Mexicanos Unidos, S.A.
17186	1557286094	Springs and Autumns	Baltasar Porcel	2000	University of Arkansas Press
17187	8471787261	GuarniciÃ³n de silla (ColecciÃ³n En cuarto mayor)	Alfonso Grosso	1984	Editorial Argos Vergara
17188	0380723840	Broken Bridge	Lynne Reid Banks	1996	HarperTrophy
17189	0312958641	A Cool Breeze on the Underground (Neal Carey Mysteries)	Don Winslow	1996	St. Martin's Press
17190	156054287X	The 50+ Traveler's Guidebook: Where to Go Where to Stay What to Do (50 Plus Traveler's Guidebook Large Print)	Anita Williams	1992	Thorndike Pr
